				the assumptions behind those metrics? How exactly can scholars break up this
				synergistic nexus between the corporate boardroom, Congress, and laboratory? 
			Ultimately, Chun’s monograph exposes the urgency for more investment in the
				digital humanities, particularly when it comes to the study of ethics. As the
				digital humanities comes to define itself as a field, ethics must remain a
				nonnegotiable and fundamental component of the field’s central task and purpose.
				The development, creation, and implementation of a moral system which holds
				people accountable for the outcomes of their data metrics, modeling, and social
				experiments must take precedence in the field as the digital humanities works
				toward the development and application of more socially and culturally conscious
				ways of using and applying digital technologies. We might not know what those
				moral systems look like in practice today, but the field is already increasingly
				coalescing around critical assessments and interrogations of the material and
				human costs of digital technologies as awareness and evidence of digital media’s
				costs continues to accumulate. The era of big data might have given humanity
				god-like abilities, yet perhaps it is the task of the digital humanities to
				expose how those god-like powers have made us even more flawed and vulnerable
				than we were before. 
			
