					is literally generated from computer code, the counter in the poem’s title works in at least two other
					significant ways. 
				 In Nick Montfort’s 2014 collection, #!,
					Montfort includes the source code of each poem alongside a representation
					of a poem produced by running that code. For
					Montfort’s poems, the poetics of the code is as much (and sometimes more
					than) any semantic meaning in the resulting output it generates, and his
					terse coding style, usually presented without comments, can be admired for
					its elegance as well as used to validate Montfort’s work. Harkening back to
					the days when programmers like Kenner and O’Rourke’s shared programs like
					Travesty Generator for Micros by publishing them in print magazines,
					Montfort’s poems invite readers to type them into an interpreter and see
					what happens. 
				 Bertram does not include the source code for Counternarratives alongside its text, but in an appendix they
					acknowledge that the poem is adapted from the Python version of Montfort's
					poem, "Through The Park," published in #! and
					also available on
						his website. By analyzing how
					Montfort’s poem operates, we can speculate about Bertram’s compositional
					and computational processes and thus explore how it situates Trayvon
					Martin’s death. 
				 Montfort's poem is framed by a for loop, or a
						counter, i, iterating through 8
					sequences, each of which prints a numbered stanza: 
						 for i in range(8): 
					
				
				 For each loop and each stanza, the program selects a number between 7–11
						(phrases = 7 + random.randint(0,4)) and randomly deletes
					lines from the initial 25 until the lines that remain reach the selected
					number of phrases, joining those remaining lines with
					ellipses. The resulting poems achieve their meaning through omission,
					elision, and innuendo, relying on the ambiguity of language and the way
					readers respond to that ambiguity by imagining a context that creates the
					poem's implied narrative. What that narrative is will depend on which lines
					end up being printed, and in #!, the 8 stanzas
					that Montfort selects show how widely those contexts may diverge. These
					could range from a casually flirtatious encounter with a stranger to a
					sexual assault. The latter reading is activated by whether two or three key
					phrases remain in the resulting poem. The suggestive phrases The girl puts on a slutty dress, The man makes a fist behind his back, The man's breathing quickens, and The man dashes, leaving pretense behind makes
						The girl's bag lies open metonymic and
					lets the question of what their glances know (The man
						and girl exchange a knowing glance) hinge the meaning of the
					moment toward violence.
				
				
					 The girl puts on a slutty dress. ... A wolf whistle
						sounds. ... The muscular man paces the girl. ... A wildflower nods,
						tightly gripped. ... Laughter booms. ... A lamp above fails to come
						on. ... The girl's bag lies open. ... A patrol car's siren chirps. ...
					
				
				 This violence is implied, but generic, and the poem's meaning is about the
					way language gives shape to violence. The victim blaming in the slutty dress line, for example, could be
					Montfort reminding us of the ways that the framing of language creates an
					inertia of belief or predisposition that precedes and undermines knowing.
					Ultimately, however, this implication about language appears to be all that
					is at stake for the poem. 
				 Bertram's Counternarratives is more than an
					adaptation of Montfort's poem because it is also a counter to Through the Park. Whereas the context for
					Montfort's poem is hypothetical, Bertram's is real and specific. While we
					cannot consult Bertam's source code, it is possible to imagine the process
					whereby Montfort's A wildflower nods, tightly
						gripped becomes Bertram's The frangipani
						swans in the moonlight and Montfort's She
						puts on a slutty dress becomes People
						also ask what he was wearing or perhaps No mention of his clothing. The code for Counternarratives may not be visible, but the source is
					eminently and tragically knowable.The lineage that connects
						"Counternarratives" to "Through the Park" is similar to the network of
						remixes created in response to Nick Montfort's poem, "Taroko Gorge,"
						many of which have been collected in Volume 3 of the Electronic Literature Collection. As both
						Cayley and Marino have discussed, the fact that many of the derivative
						works leave the algorithm of that poem intact -- and thus its form --
						but make meaningful changes to the data means that the original work
						Montfort created is more like a poetic form than simply a poem. J.R.
						Carpenter's remix of that poem, "Gorge," replaces Montfort's variables
						with words related to gluttonous consumption. While an analysis of
						Carpenter's work is beyond the scope of this essay, it is interesting
						that her collection, Generation[s] which
						includes "Gorge," also features several poems generated by remixing
						and modifying "Through the Park." Reading those alongside Bertram's
						"Counternarratives" as would likely highlight different perspectives
						on Montfort's original poem.
				
				 What Trayvon Martin wore -- a hoodie -- became a symbol for that event and a
					meme for Black Lives Matter because of its power in calling out racial
					profiling. The assumption that a black man with a
						hoodie is inherently threatening is conveyed in Bertram's
						People also ask... phrasing, which quotes
					a google search suggestion. In the context created by this poem, this
					question recalls the victim blaming in Montfort's poem's slutty dress line, but following Bertram's move
					from the generic to the particular: this search suggestion and others like
					it are drawn from reality. 
				
					 A screenshot of a Google search and suggestions for related
						searches. 
					
				
				 After a few trials, I discovered the suggestion What
						was Trayvon Martin wearing? in response to the search query
						Who shot Trayvon Martin? (see Figure 1).
					I also found another recurring line, and the final line in Bertram's poem,
						People also search for: Emmett Till came
					up in several similar searches. Safiya Noble's 2018 Algorithms of Opression studies the ways that search engines
					are among the systems of oppression that commodify black male criminality
					and sustain social, political, and racial tension in America. In a 2014
					article, Noble contrasts two sets of Google's autocomplete engine. "Trayvon
					Martin was..." completes with phrases like "a thug", "no angel", and "a
					drug dealer"; "George Zimmerman is ..." completes with phrases like "a
					hero", "innocent", and "not white."  As Noble
					argues, the ideas that Google suggests conform to a normative viewpoint on
					the violent events of that night actually extend from media narratives
					developed and promoted as part of the media spectacle that emerged during
					and after the trial. Notably, Bertram's implied
					query is different from: using the pronoun he in place
					of Martin's name, so the antecedent in "what he was wearing" could be
					Zimmerman, especially since neither are named outright in the poem. This
					final opening out of meaning is another significant way in which the poem
					reflects on its constructedness because it goes a step further than
					Montfort’s implied invitation to run his code. Instead, Bertram invites us
					to speculate about their implied code and simultaneously confronts us with
					the opacity of Google’s algorithmic suggestions. 
				 In Travesty Generator's appendix, Bertram notes
					that the output of their program has been edited and arranged, and this
					rewriting may be evident in the way that certain of the phrases evolve as
					the poem progresses . In some cases, Bertram's
					revisions evolve to follow a trajectory implied to begin in Montfort's
					version with Montfort's phrase, 
						A patrol car's siren chirps.
						
					
				
				 Bertram's correlating lines (though never the last for any of their 14
					stanzas) evolves from there into  [3] ... A patrol
							car's siren sings several streets away...  [10] ... Several
							weeks away, a patrol siren sings...  [11] ... A patrol car's
							siren sings several streets way...  [12] ... A patrol car's
							siren swats bugs and halos away...  [14] ... A siren signs
							 several streets away.
						
				
				 The most striking movement in the poem is that way that Counternarratives uses ellipses. Whereas Montfort's poem is
					suggestive through the innuendo created by stochastic omission, Bertram's
					is subversive through the implications of its elisions, and those elisions
					and ellipses gradually resolve into prosodic syntax as the text of the poem
					gradually replaces its poetic mechanism. The phrase that first appears in
					stanza 4 as Real gaps spread in the tropic of
						paradise is stark in its proximity with its initial following
					line Forty-two miles from Disney
					, where proximity here is both the poetic
					associations as well as the geopolitical identity of this Orlando suburb. 
				 After the blank penultimate stanza -- a final elision bearing the number 13
					-- this line has become Gaps split open the tropic of
						paradise. A blank line splits the siren
						signs sentence, followed by the now damningly unambiguous
						Cause of death: It was a gated community
					
				
				 By editing and arranging the output of their program, Bertram is declining
					to let the machinery of language or Python control the narrative and
					opening up paths to resistance by insisting that we bear witness to the
					tragedy without retreating to the algorithmic distance of a travesty. Two
					other poems in Travesty Generator offer
					similar insights on the relationship between the mechanization of computing
					and the use those processes to interrogate the structures that make them
					possible. 
			

				
					three_last_words
				
				 The poem that opens the book, three_last_words,
					is at a functional level a restatement of the program in Nick Montfort's
						I AM THAT I AM, which is itself a version
					or adaptation of Brion Gysin's permutation poem of the same title. That
					phrase does not appear in Montfort's version. Rather, Montfort's program
					defines a permutations function and then executes that
					function with the string 'AEIOU' as its argument, yielding the
					120 possible rearrangements of AEIOU as its outcome. Montfort's code
					accomplishes this succinctly through an elegant recursion as the
						permutations generator works through a list of
						elements, rearranging all of the following elements
						(elements[1:]) by passing them back until no more next
						elements remain. 
"I AM THAT I AM" (#! 18)
def permutations(elements):
 if len(elements) == 0:
   yield elements
 else:
   for result in permutations(elements[1:]):
     for i in range(len(elements)):
       yield result[:i] + elements[0:1] + result[i:]

				
				 Bertram's generator is mostly the same code but the commentary they add --
					and more importantly the uses they put it to -- changes the meaning
					entirely. That new meaning is jarring and, as in Counternarratives, tragic. The three last words in reference
					here are Eric Garner’s and, more recently, George Floyd’s: I can’t breathe. Montfort’s permutations create
					a beginning; Bertram’s memorialize endings. 
				 Bertram’s poem creates meaning at least two distinct levels. It can be read
					first as lines of poetry and second it can be executed as a program that
					generates poetry. The typographic presentation of the poem blends those two
					levels by alternating lines of code with comments and statements that
					execute the permutations() function defined at the outset --
					statements that accumulate toward something unavoidable. In the excerpt
					below, lines preceded with the character, #, are comments and not
					processed as code. 
def permutations(elements):
#the
 if len(elements) == 0:
#the knife
   yield elements
  #the knife they
 else:
#the knife they hung

				
				 The sequence in comments reads, the, the
						knife. the knife
						they, the knife they
							hung, adding one word at a time over the course of
					the code until the completed comment observes, #the knife they hung him on / #was a legal
						trinket. When he was
					killed by Daniel Pantaleo while being placed under arrest, Eric Garner was
					selling loose cigarettes -- a minor violation of cigarette tax law.
						Legal trinket here brings to mind the way that Garner's alleged
					crime of selling cigarettes became a meme for racist backlash to Black
					Lives Matter -- responses that included an Indiana police officer selling
					t-shirts with the mocking slogan, Breathe easy, don't
						break the law
					. Bertram’s comment characterizes this as a
						trinket because the relatively trivial infraction
					was used to justify police violence. 
				 The word "trinket" does something else here as well, perhaps coincidentally,
					by naming a service, Trinket.io,
					that allows users to create snippets of Python code that they can embed and
					run in a webpage. Intentionally or not, this possible reference hints at a
					specific, practical, and materially-situated environment for running this
					code, which is something that is implied to be unnecessary for Montfort's
					ontologically denotative and self-evidently tautological symmetry. In other
					words, the fact that Montfort prints the code with its output precludes a
					need to execute the code for ourselves. 
				Bertram's poem instead invites us to experience the consequences of their
					program as a response to its explicit invitation a page later: 
#run the code
   #in this cell
       #away
				 poem, the cell here may connote a
					jail cell, but more likely it describes a Python Notebook cell. Python
					Notebooks, like the embeddable Trinket widgets, are a common way to
					experiment with Python and to invite others to review, execute, and bear
					witness to the results of a program. In three_last_words, the samples of output and the poem's
					culminating error message are typographically consistent with what one
					would see while running this code in a notebook. 
				 Montfort's program runs one permutation and prints the output: 120
					variations on the five vowels arranged from AEIOU to UOIEA in
					8 tidy, monospaced columns. Bertram's program runs three times, and whereas
					Montfort's final line of Python 2 code prints the permutated sequences as a
					string (print''.join(list(permutations('AEIOU')))), Bertram's Python 3 simply prints the list
					as it is represented in Python's memory. The first iteration permutes a
					single-character: 
							
print (list(permutations("I")))

['I']
				
						 In addition to this
					invitation to experience the practical implementation of the program, this
					difference in printing the yield of the permutations()
					function pulls us toward the subjective point-of-view of the Python runtime
					that experiences the code, and the chaotic typography of the output -- in
					contrast to Montfort's neat rows and columns -- performs the messy
					complications of computation that will eventually culminate in the
					computer’s failure. 
				 There is one more subtle variation between Montfort and Bertram's code in
					the final line of the constructor. As Python iterates through the
						elements list (a string of text characters, in this case)
					the newly-permutated line yields a + result[i:]
					for Montfort or just + result for Bertram. 
				 The functional difference is that Montfort's line restores to the target
					string only those parts of the input string that come after the character
					operating for the current iteration. The [i:] slice captures
					only those elements after i. Bertram's version retains and
					concatenates the entire working result, so the practical difference is that
					while Bertram's code will generate the same number of permutations, the
					strings it generates gradually become longer. The last element in the
						permutations() of the string, can't" is "t'nact'nat'nt't. Whereas the 120
					permutations of AEIOU are a complete and homogenous set,
						permutations("can't") is asymmetrical and grows
					geometrically. The articulation of print(list(permutations("breathe")))
						 runs past the right and bottom
					edges of the page. 
				 The asymmetry culminates finally and dramatically when the full phrase "I
					can't breathe" is passed in to the permutations() function.
					Bertram's code concludes with the printout out of a Python MemoryError
					because the number of possible sequences of the 15 letters in that phrase
					(1,307,674,368,000) exceeds the available memory on the computer hosting
					the Python runtime, and like the 15 seconds that Officer Pantaleo held Eric
					Garner in a chokehold, those 15 characters result in the death of the
					Python Notebook or the computer hosting it. 
				
					A screenshot displaying the error message of a Colab Notebook that
						crashed trying to execute Bertram’s final permutation in three_last_words.
					
				
				 I attempted to run Bertram's code two different ways: first in a
					Google-hosted Colab Notebook and later in a Jupyter Notebook running on my
					laptop. The Colab Notebook ran for some time with the RAM usage indicator
					creeping slowly to the right and becoming first green, then yellow, and
					finally orange before the runtime crashed and disconnected, as shown in
					Figure 2.
				 On my Macbook Pro, the results were similar, but as Python continued to take
					up more and more RAM, my computer gradually stopped working. The cursor
					slowed down, the trackpad clicked more slowly, and keyboard shortcuts
					stopped working. I couldn't take a screenshot, so I had to use another
					device -- my phone -- to capture the final moments before I resorted to a
					hard reboot and power cycle. 
				
					A photo of my Macbook Pro’s memory pressure monitor as it filled with
						the final permutations in three_last_words.
					
				
				 It seems trivial or maudlin to compare a computer running out of memory to
					the tragedy of Eric Garner's asphyxiation and death, but the way the
					computer's memory usage creeped inevitably upward conveyed a vivid anxiety
					and sense of panic in a way that was hauntingly effective. This poem is
					directly addressing the physical environment of computing in a manner
					reminiscent of Montfort's poem Round
					, or Sam Lavigne's parodic Slow Hot Computer project that lavigne makes your computer run slow, and hot, so you
						can be less productive by running processor-intensive calculations in a web browser. 
				
				 This kind of metaleptical irruption of attention -- what Terry Harpold has
					called recapture -- is typically accomplished
					in the service of play, both in the satiric sense of Lavigne's playfully
					critical projects and, for Harpold, in both the literal sense of playing
					videogames and the semiotic sense of expressive freedom within constraints.
					In Montfort's examples, recapture moderates the conflicts of entanglement
					when technical limitations are expressed through the terms of the
					gameworld, as when a text-based game attempts to parse an unknown word of
					user input and it replies, I didn't quite understand
						that, instead of reporting an error code or just crashing.
					Recapture is a fundamental operation of videogames, which means that recapture happens during play, in the complex
						digressions and feedback loops that are activated in actual
						play. 
				
				 Bertram works with the same entanglement of technical process and expressive
					semiotics, but poetry is not a videogame. And in this case, the poem denies
					its reader the recapture of memory, challenging us instead to bear witness
					to the trauma it symbolizes. 
				 As Wendy Hui Kyong Chun has discussed, computer memory is an enduring ephemeral, always-already conflating
					memory with storage and, through metaphors and pretenses of permanence.
					They note that the instability of this term, memory, follows the volatility
					of RAM, which is based on flip-flop circuits and
						transistors and capacitors and which require a steady electrical
						current.  Like human memory, software
						memory is not a static but rather an active
						process. A memory must be held in order to keep it from
					moving.  Bertram's software presents the
					volatility of memory as the entanglement of poetic representation, police
					brutality, and technical limitation, and by setting it up to fail, Bertram
					invites us to reenact the trauma of that brutality and interpret its
					technical and political consequences. 
				 When Bertram disrupts the symmetry of Montfort's slices (result[:i] and
					result[i:] becomes result[:i] and result so that "ehtaerb" potentially
					becomes the drawn-out, Joycean susurration "ehtaerbehtaerehtaeehtaehtehe",
					that is, print(list(permutations("breathe"))[-1])), but both
					versions of the generator choke on Eric Garner's three last words. Memory
					fails, but the poem preserves its failure even as its overflow suggests a
					world uncontemplated by code. This overflow is not infinite -- hinting that
					someday, when it becomes possible to run this program with the multiple
					terabytes of RAM necessary to compute and convey one trillion three-hundred
					seven billion six-hundred seventy-four million three-hundred sixty-eight
					thousand lines, the program will complete, but until then we are compelled
					to follow Bertram's invitation to bear witness and 
							
#return
   #this articulation
#the exhaustion
   #we can't stop hearing
   		
						
				
			

				A NEW SERMON ON THE WARPLAND
				 Like three_last_words and Counternarratives, A NEW SERMON ON THE
						WARPLAND: a poem by algorithm is a work with a genealogy, and
					Bertram directs us to the source codes that ground it. This is another poem
					where Bertram gives credit to an example by Nick Montfort, but since his
					code is a straightforward implementation of Alison Knowles' A House of Dust, Knowles is a more appropriate
					counterpoint to consider for Bertram's work.
					Additionally and more significantly, Bertram acknowledges that some words and phrases are taken directly from
						Gwendolyn Brooks' corpus in their notes , so understanding those origins allows these
					phrases to act hypertextually as a bridge into Brooks' poems. One could see
						NEW SERMON as the poem Brooks might have
					written with access, inspiration and context parallel to Knowles. Bertram
					encourages us to explore that hypothetical bridge between Brooks and
					Knowles by recommending Brooks' 1987 collection Blacks, and specifically
					calling attention to The Sermon on the
						Warpland and In the Mecca as
					especially important sources. Brooks’ Boy Breaking
						Glass and THE WALL also seem to
					be the sources for several phrases.
				
				 Alison Knowles and James Tenney produced A House of
						Dust in 1968, the same year that Gwendolyn Brooks published
						In the Mecca. The source code for House of Dust is not publicly available, but its
					function is easy to deduce by examining the output published in three
					different venues. Knowles created the structure and four lists of words and
					phrases, and Tenney wrote those into FORTRAN code that creates quatrains by
					selecting and printing one item from each list, indenting each line a few
					more spaces before returning to left justification as each new quatrain
					begins. 
							

A HOUSE OF ROOTS
    AMONG HIGH MOUNTAINS
        USING NATURAL LIGHT
            INHABITED BY VARIOUS BIRDS AND FISHES
A HOUSE OF WOOD
    BY A RIVER
        USING ALL AVAILABLE LIGHTING
            INHABITED BY HORSES AND BIRDS
A HOUSE OF DISCARDED CLOTHING
    UNDERWATER
        USING ELECTRICITY
            INHABITED BY FRENCH AND GERMAN SPEAKING PEOPLE
			
						
				
				 Bertram credits Montfort’s simulation of this poem as the source of the program
					they manipulated, but around the same time Montfort created his web version
						, I also created a JavaScript simulation of the
						poem capable of running in a web browser. The results of each of our implementations are
					largely the same (save for some typographic and kinetic nuances), but while
					I named the variables holding each list: materials,
						places, lights and inhabitants.
					Montfort used the names material, location,
						light_source and inhabitants. The
					differences in variable names have no impact on the operations of our
					scripts, but our choices when programming those operations -- my evident
					preference for plural labels, for example -- might extend from differences
					in our readings of the poem. Those differences are only possible if one
					begins by paying attention to the operations of code separately from the
					inscriptions of that code. 
				 Bertram doesn't share the source code for NEW
						SERMON in Travesty Generator, but
					observing its patterns reveals it to have a similar structure of lists
					randomly sampled. Also, two earlier versions of Bertram's A NEW SERMON ON THE WARPLAND are available
					online, one in JavaScript (originally available at https://ruby-buffet.glitch.me, the source code of this version
					notes it was based on Laurel Schwulst JavaScript implementation of
					Montfort’s Python version of Knowles and Tenney’s FORTRAN) and another in
					Python 2. In the Javascript version, each list
					simply bears a number (one,two, etc.), but the
					Python 2 version assigns names that -- like Montfort’s and my simulations
					of House of Dust -- signpost the semantic
					position of each list. There are evidently some differences between the
					source code shared on Bertram's website and the code that created the poem
					published in Travesty Generator, but the five
					names suggest their content and reveal Bertram's primary departure from
					Knowles: materials, locations, verb,
						means, and outcome. 
				
					
							
A NEW SERMON ON THE WARPLAND (excerpt)
A NATION OF GRIEF    
                IN THE CUT
    SUMMONING
                    ANY MEANS NECESSARY
TO REFUSE ERASURE BY ALGORITHM
A NATION OF OLD DISPOSSESSIONS
                STILL FIGHTING
    CONJURING
                    ANY MEANS NECESSARY
TO REVISE ERASURE BY ALGORITHM
			
						
				
				 Comparing House of Dust with NEW SERMON reveals more differences than the
					addition of a fifth line. Knowles' locations are diverse but more stable --
